seqnames	start	end	FDR	V12
chrX	8186944	8187888	1.27e-06	391.734801446535
chr3L	22108114	22108542	1.48e-06	387.319427869399
chrX	6039741	6040456	2.32e-06	374.348875279427
chr3R	6352276	6352519	2.55e-06	371.621426444801
chr3R	9109880	9110266	2.59e-06	371.172329428247
chr3L	7654126	7654560	2.73e-06	369.653352363581
chr2R	18008569	18008852	3.3e-06	364.182050897062
chr3L	21998821	21999366	3.36e-06	363.662146726403
chrX	17018323	17018649	3.96e-06	358.921362780386
chr3R	18962947	18963539	4.13e-06	357.708535753589
chr2L	13344329	13345104	4.91e-06	352.716910895684
chr2L	19518697	19518951	5.11e-06	351.564905563226
chr3R	28114869	28115381	6.17e-06	346.12596159899
chrX	3730670	3731401	6.19e-06	346.032583197693
chr2R	6545236	6545484	6.35e-06	345.296239548787
chr2R	24454937	24455488	7.47e-06	340.609206526193
chr2L	9261775	9262217	8e-06	338.631371386483
chr3L	18994795	18995041	8.94e-06	335.425874758312
chr3R	18983577	18983712	8.97e-06	335.329211683593
chr3R	9559481	9559584	9.86e-06	332.59961845442
chr3L	5264623	5264879	1.45e-05	321.471751483932
chr2L	20479211	20479514	1.48e-05	320.880865971652
chr2L	13733155	13733756	1.53e-05	319.922176430378
chr2R	11831981	11832565	1.6e-05	318.631371386483
chr3R	9640246	9640629	1.7e-05	316.882114561477
chr3L	21625633	21625869	1.97e-05	312.628896895103
chr3R	25719521	25719855	1.99e-05	312.337440873358
chr2R	17420095	17420481	2.06e-05	311.339922740566
chr3L	10157868	10158173	2.09e-05	310.922750642613
chr2R	5915026	5915291	2.22e-05	309.181615957229
chr3L	10007584	10007863	2.36e-05	307.417072296994
chr2R	10785334	10785586	2.37e-05	307.295068306266
chr2L	2878684	2879173	2.38e-05	307.173578018072
chrX	9356560	9356729	2.51e-05	305.639062205215
chrX	7774158	7774563	2.96e-05	300.880865971652
chr3R	21797754	21797978	3.09e-05	299.640672726143
chr3L	1978379	1978686	3.18e-05	298.812274178544
chr2L	1732783	1732948	3.58e-05	295.393617738946
chr3R	31813521	31813746	3.62e-05	295.073015542567
chrX	15891677	15891884	3.93e-05	292.702223239059
chr2R	13624621	13624837	4.41e-05	289.37723637308
chrX	14708181	14708771	5.64e-05	282.278906236255
chr3L	10980015	10980339	5.66e-05	282.176768427593
chr3L	7201334	7201512	6.11e-05	279.969361887856
chr3L	13917764	13917933	6.51e-05	278.139658620918
chr2R	21382215	21382510	6.77e-05	277.009692812731
chr2L	7843789	7844108	7.09e-05	275.67709693944
chr3R	15229355	15229516	7.6e-05	273.672821117612
chr3R	14376890	14377011	7.92e-05	272.482800882639
chrX	9193337	9193714	8.19e-05	271.515540451411
chr2R	9649143	9649525	8.5e-05	270.443552663729
chr2L	13047647	13047952	8.74e-05	269.640143894219
chr3L	1392288	1392662	9.67e-05	266.722491694694
chr2R	10560231	10560342	9.92e-05	265.986007076493
chr3L	1276185	1276346	1e-04	265.754247590989
chr2R	12437542	12437860	0.000107	263.802031658461
chr2R	24875811	24875919	0.000109	263.267684890945
chr3R	15196053	15196179	0.000109	263.267684890945
chrX	3928833	3929013	0.000114	261.973571103189
chr2L	12997391	12997609	0.000118	260.978510399247
chr2L	11602469	11602712	0.00014	256.045711047584
chr2R	21312559	21312706	0.000147	254.637924489756
chr2L	18104520	18104902	0.00015	254.054997576566
chr2R	13469383	13469718	0.000169	250.61378266084
chr2L	3925582	3925844	0.000188	247.539594352931
chr2R	18173209	18173453	0.000189	247.386522902062
chr3L	19189041	19189325	0.000194	246.633114542741
chr2R	20804206	20804415	0.000202	245.467141731448
chr3L	22142050	22142278	0.000203	245.32465304278
chr3L	2517765	2517988	0.000209	244.484188744866
chr3L	3460266	3460377	0.000216	243.533621343214
chr2L	1255703	1255940	0.000218	243.267684890945
chr3L	11537005	11537339	0.000242	240.254106640992
chr2R	24458737	24458959	0.000243	240.135121314368
chr3L	7662346	7662583	0.00026	238.184015125914
chr3R	31971069	31971281	0.00028	236.045711047584
chr3R	4413228	4413486	0.000287	235.33323285297
chr3R	22188330	22188793	0.000288	235.232871357637
chr3R	10776053	10776215	0.000297	234.344988970468
chr2L	17165749	17166020	0.000298	234.24800097724
chr3R	25056585	25056686	0.000301	233.958977851289
chr3R	18021519	18021615	0.000306	233.48361453263
chr2R	5890067	5890261	0.000309	233.202110828396
chrX	15373159	15373529	0.000318	232.373712280796
chr3R	11735342	11735459	0.000321	232.102781644037
chr2L	16016406	16016652	0.000325	231.745453228167
chr3L	17226848	17226979	0.000328	231.480331294122
chr3R	26958934	26959068	0.000338	230.61378266084
chr3L	16146428	16146581	0.000346	229.938806833749
chrX	8857013	8857301	0.000346	229.938806833749
chr3L	3219384	3219738	0.000357	229.035766105902
chrX	19865512	19865622	0.000389	226.55884448676
chrX	14984411	14984648	0.000398	225.898878975611
chr2L	1981107	1981212	0.00042	224.346461033161
chr2R	7567369	7567499	0.000435	223.333939571762
chr2L	4083879	4084174	0.000461	221.658912577897
chrX	8732533	8732845	0.000466	221.347648493398
chr2R	18158204	18158287	0.000478	220.614035226869
chr3R	16146395	16146523	0.000484	220.254106640992
chr3L	7252818	7253050	0.000486	220.135121314368
chr2L	7516453	7516653	0.000489	219.957558287439
chr2L	3037458	3037615	0.000544	216.882114561477
chr3R	8669895	8670112	0.000573	215.383544811345
chrX	9375015	9375264	0.000579	215.082980626699
chr2R	17095743	17096000	0.000582	214.933864528318
chr3R	26990167	26990366	0.000596	214.24800097724
chr3L	10358714	10358810	0.000598	214.151337902521
chr3R	31375291	31375929	0.000621	213.062382222074
chr2L	16643532	16643871	0.000676	210.61378266084
chr2L	2771252	2771551	0.000677	210.571130914984
chrX	21589744	21589965	0.000706	209.36088392106
chr2L	17094869	17095072	0.000707	209.320043290296
chr3L	4954592	4954856	0.000724	208.634453644819
chr3L	22003313	22003576	0.000789	206.153741586214
chr3R	10840599	10840948	0.000819	205.076978553663
chr3R	7360172	7360417	0.000871	203.300793214506
chrX	4306534	4306645	0.000886	202.808113615383
chr3L	11528669	11528881	0.000889	202.710579209888
chr3R	29466037	29466234	0.000897	202.452087888098
chr2L	404225	404333	0.00094	201.101032455183
chr3L	4577259	4577366	0.000942	201.039706394228
chr2L	1843197	1843553	0.000981	199.869184862099
chr2L	1596836	1597105	0.00109	196.829122993198
chr2R	12755798	12755885	0.00124	193.108883280999
chr2L	18183955	18184193	0.00141	189.40178244076
chr3L	12880046	12880245	0.00168	184.346461033161
chr2L	12167721	12167888	0.00172	183.667514394694
chr3L	6533743	6534006	0.00182	182.036916684762
chr3R	9166346	9166476	0.00184	181.721570367596
chr2R	12602977	12603082	0.0019	180.795697322117
chr3L	6519066	6519206	0.00193	180.343668743375
chr3R	30967507	30967773	0.00201	179.171775665158
chr3R	20088267	20088387	0.0026	171.745453228167
chr2L	10314726	10314867	0.00292	168.396318311136
chr2L	13814038	13814349	0.00305	167.139500839731
chr3R	14122598	14122714	0.00327	165.129872978775
chr2R	7061956	7062053	0.00342	163.835759191018
chrX	10454310	10454385	0.00361	162.275708950993
chr3R	20489398	20489519	0.00395	159.678632627447
chr3R	8355831	8355916	0.00415	158.25345896405
chr3R	21111627	21111765	0.00428	157.363469760713
chr3R	22649766	22649988	0.00433	157.028345194202
chrX	1448338	1448448	0.00542	150.549828661659
chr2L	14923940	14924052	0.00563	149.452987247132
chr2R	6274637	6274743	0.00571	149.045870781479
chr3R	26601542	26601937	0.00579	148.644418728952
chr3L	12866372	12866518	0.00614	146.950912581333
chr3R	27778908	27779261	0.00615	146.903957484204
chr2R	20352405	20352521	0.00639	145.799367069796
chrY	1423410	1423516	0.0125	126.438561897747
chrX	21177434	21178078	0.0146	121.957756413389
chr2R	557057	557347	0.0146	121.957756413389
chr3R	25400494	25400616	0.0181	115.757329849325
chr3R	4901632	4901799	0.0212	111.195838499725
chr3R	29641836	29642091	0.0536	84.4324637818335
chr3L	11607963	11608138	0.0538	84.3250003398565
chr3L	21692203	21692440	0.065	78.8683294326727
chr3R	20322548	20322847	0.0821	72.1294793554329
chr3R	9435151	9435853	1.52e-09	585.865630606348
chr2R	21236319	21237118	4.13e-09	557.024221446831
chrX	9400050	9401186	2.02e-08	511.221389322437
chr3L	5611999	5612370	8.05e-08	471.328719517433
chr2L	14568586	14569168	8.62e-08	469.354737795691
chr2R	22529306	22529650	8.71e-08	469.055040805495
chr2R	13805488	13806309	9.19e-08	467.507197951692
chr3L	22656775	22657415	1.09e-07	462.583370584187
chr2R	22364098	22365008	1.23e-07	459.09676697294
chr2L	14049713	14050390	1.42e-07	454.952114689632
chr2R	13019005	13019735	1.56e-07	452.23901270248
chr2L	8758206	8758809	2.05e-07	444.357455089616
chr2L	2006006	2006753	2.63e-07	437.168677293879
chr3L	7528667	7529289	3.96e-07	425.359924678133
chr2L	20714513	20715155	5.61e-07	415.309917867549
chr2L	4163464	4163898	6.02e-07	413.274663544531
chr2R	15638462	15638957	7.9e-07	405.432880218436
chr3L	10578768	10579409	1.02e-06	398.059988342548
chrX	7215242	7215723	1.1e-06	395.881300911485
chr2R	14201553	14201899	1.13e-06	395.104915933674
chr3R	17326726	17327325	1.16e-06	394.348875279427
chrX	10252889	10253223	1.77e-06	382.156384180318
chr2R	8477629	8478142	1.79e-06	381.832179636693
chr2R	11177939	11178575	1.79e-06	381.832179636693
chr3R	12548525	12548726	2.21e-06	375.750443994149
chr3R	11129033	11129829	2.33e-06	374.224772288892
chr3L	7203946	7204371	2.62e-06	370.840035151229
chr3R	5624276	5624563	2.77e-06	369.233651860994
chr3R	14994873	14995369	4.49e-06	355.297062487155
chr2L	12504815	12505520	4.72e-06	353.855634194741
chrX	3766801	3767473	7.68e-06	339.809245167555
chr2L	11201140	11201418	8.6e-06	336.544638190189
chrX	12074542	12074874	9.07e-06	335.009320371408
chr3L	19583912	19584370	9.74e-06	332.952935940331
chr3R	17837542	17837827	9.91e-06	332.453670238248
chrX	306163	306482	1.03e-05	331.339922740566
chr2R	9725520	9725789	1.19e-05	327.173578018072
chr3R	25160486	25161054	1.26e-05	325.524334814232
chrX	12035685	12036327	1.42e-05	322.074990894137
chrX	12836766	12837177	1.46e-05	321.27344210663
chr3R	28844212	28844535	1.69e-05	317.052344558587
chr3R	5011980	5012348	1.73e-05	316.377368731496
chr3L	971475	972074	1.91e-05	313.521356723516
chrX	7970302	7970446	2.09e-05	310.922750642613
chr2L	7951721	7952361	2.18e-05	309.706246788692
chr2L	1304917	1305232	2.24e-05	308.922834843079
chrX	18812214	18812479	2.28e-05	308.412133000936
chr2L	12533795	12534319	2.33e-05	307.786210391145
chr2L	18322750	18323083	2.33e-05	307.786210391145
chr3L	18190439	18190560	2.75e-05	303.00417711599
chr3R	26529566	26529869	3.03e-05	300.206453614772
chr2L	9737557	9737891	3.04e-05	300.111383015359
chr2R	8067916	8068081	3.08e-05	299.734202470333
chrX	17019379	17019629	3.28e-05	297.918893191869
chr3L	18915387	18915697	3.46e-05	296.377368731496
chr4	660160	660423	3.97e-05	292.410029341372
chr3L	21171823	21171989	3.98e-05	292.337440873358
chr3R	20833017	20833126	4.13e-05	291.269973855842
chr3R	25231092	25231411	4.26e-05	290.375740879714
chr3R	9725104	9725416	4.27e-05	290.308088091821
chr2L	12240290	12240758	4.47e-05	288.987312860564
chr2L	18121425	18121711	4.92e-05	286.219643177446
chr2L	22240305	22240561	5.4e-05	283.533621343214
chr3L	10899342	10899476	5.49e-05	283.056686504127
chr3L	12359566	12359866	5.52e-05	282.899444148667
chr3R	25856736	25856983	5.54e-05	282.795089963247
chr2R	6917124	6917575	5.73e-05	281.822106709093
chr3R	27812484	27812963	5.78e-05	281.571419634217
chr2R	14621485	14621690	6e-05	280.493559474313
chrX	7336815	7336964	6.07e-05	280.158879159117
chr3R	10866726	10866990	6.13e-05	279.875068010415
chr3R	12538480	12539066	6.61e-05	277.699804054077
chr3L	11825396	11825549	6.65e-05	277.52572267646
chr3L	17680455	17680714	6.97e-05	276.169636366862
chr3L	8245271	8245381	7.49e-05	274.093495115056
chr2R	24033867	24034027	7.5e-05	274.054997576566
chr2R	11061360	11061714	7.85e-05	272.738956408651
chr3R	19905364	19905517	8.06e-05	271.977212713671
chr3R	18743829	18743939	8.37e-05	270.888257033224
chr2R	15485106	15485332	9e-05	268.79430945989
chrX	19084790	19085039	9.42e-05	267.478268291975
chr2L	14583180	14583352	9.6e-05	266.93212137206
chrX	13536570	13536918	9.65e-05	266.782230641122
chrX	17937689	17938048	9.95e-05	265.898878975611
chr2R	13737322	13737669	9.96e-05	265.869894642869
chr3R	28888917	28889130	0.000101	265.467141731448
chr2R	7734421	7734886	0.00011	263.00417711599
chr2L	7947051	7947342	0.000116	261.471751483932
chr3R	17240150	17240421	0.000126	259.085772916485
chr3R	29130880	29131003	0.000134	257.309587577328
chr2R	19548587	19548947	0.000144	255.232871357637
chr3L	361176	361285	0.000175	249.607149149837
chrX	13015790	13016057	0.000192	246.93212137206
chrX	7978474	7978771	0.000192	246.93212137206
chr3L	1803284	1803386	0.000198	246.044238984891
chr2L	18406343	18406657	0.000202	245.467141731448
chr2L	3688574	3688875	0.000207	244.761632236497
chr2L	1169794	1169942	0.000214	243.802031658461
chr3R	22963600	22963938	0.000224	242.484272945331
chr2R	9643258	9643455	0.000227	242.100401640665
chr3L	4557874	4558017	0.000228	241.973571103189
chr2R	7846853	7847089	0.000261	238.073251455086
chrX	10521477	10521666	0.000284	235.63642899639
chrX	22444080	22444221	0.000285	235.535009205441
chr3L	9916987	9917146	0.00029	235.033189586185
chr2L	15025284	15025622	0.000298	234.24800097724
chr3R	11557461	11557570	0.000313	232.830994447831
chr3R	20742636	20742791	0.000315	232.647211018738
chr3R	6397589	6397817	0.000316	232.555756422941
chr3R	9199858	9200009	0.000351	229.524826980392
chr3R	6656581	6656807	0.000351	229.524826980392
chr3R	31636516	31636740	0.000371	227.925863854067
chr2L	1169643	1169735	0.000383	227.007359747984
chr3R	7742053	7742448	0.000402	225.610337562905
chrX	2995963	2996213	0.000426	223.937178981967
chr2L	13771240	13771378	0.000445	222.678140869408
chr2R	17444466	17444707	0.000457	221.910364285322
chr2L	20393279	20393577	0.00048	220.493559474313
chr2L	6920916	6921017	0.000492	219.781081279699
chr3R	13110063	13110222	0.000494	219.66402675479
chr2L	910883	911003	0.000535	217.363469760713
chrX	14729978	14730083	0.000536	217.309587577328
chr3L	727059	727191	0.000544	216.882114561477
chr2L	10334105	10334202	0.000551	216.51320121506
chr3L	19275615	19275813	0.000554	216.3565280655
chrX	16105329	16105449	0.000595	214.296454222577
chr2R	22608495	22608593	0.000614	213.38947447908
chr3L	20165471	20165925	0.000648	211.834371328791
chr3R	6456026	6456281	0.000707	209.320043290296
chr2L	12545764	12545909	0.000728	208.47547858251
chr2R	17576456	17576580	0.000754	207.46295712111
chr3L	12938174	12938391	0.000809	205.431453537884
chr3R	14817891	14818256	0.000817	205.14752602357
chr2R	14943913	14944338	0.00089	202.678140869408
chr3L	11904154	11904337	0.000907	202.132196575913
chrX	11295249	11295504	0.000937	201.1932666333
chr2L	18995860	18996212	0.000957	200.583869096763
chr3L	19845465	19845659	0.00112	196.045711047584
chr3R	18505206	18505411	0.00115	195.283008469849
chr2R	23263194	23264094	0.00117	194.785515097068
chr3L	11064910	11065087	0.00118	194.539948501499
chr3R	28058787	28059112	0.0013	191.745453228167
chr3R	21365936	21366060	0.0013	191.745453228167
chr2R	22723485	22723633	0.0013	191.745453228167
chr3R	23958333	23958461	0.0014	189.607149149837
chrX	18461474	18461726	0.00153	187.045052634883
chr3R	28500266	28500599	0.00157	186.300394510904
chr3R	23089758	23089966	0.00172	183.667514394694
chr3L	10354676	10355001	0.0018	182.355747562143
chrX	5879541	5879662	0.00187	181.254920290984
chr3R	4304699	4304850	0.00187	181.254920290984
chr2R	20312022	20312339	0.00189	180.947961004315
chrX	7387044	7387205	0.00196	179.898612606432
chr3R	23641897	23642006	0.00202	179.0285798337
chr3L	4101773	4101936	0.0021	177.907899135414
chr2L	6126356	6126655	0.00222	176.304492161734
chr2L	6747178	6747307	0.00223	176.17481149033
chr2L	7899419	7899614	0.0023	175.283008469849
chrX	12853056	12853275	0.00239	174.175473329121
chr3L	7645258	7645440	0.00242	173.815544743244
chr3R	19531235	19531334	0.00255	172.305740751559
chr3R	31319717	31319938	0.00271	170.549828661659
chr3L	8289289	8289466	0.00276	170.022320353173
chr3L	5139311	5139434	0.00287	168.894670955222
chrX	10974409	10974640	0.00303	167.329329819277
chr3R	9412279	9412369	0.00305	167.139500839731
chr3R	21920813	21920917	0.00322	165.574471926444
chr3R	22110382	22110492	0.00393	159.825099443564
chr2L	13184469	13184672	0.00407	158.815109803411
chrX	10174114	10174241	0.00448	156.045711047584
chr2L	3339174	3339279	0.00466	154.909086595651
chr3R	12942999	12943138	0.00469	154.723927238429
chr3R	15884593	15884819	0.00565	149.350668342685
chrX	848662	848818	0.00597	147.76106706344
chr3R	8054011	8054123	0.00619	146.716897504451
chr2R	6691959	6692127	0.00729	141.997309402197
chrX	14622053	14622218	0.00743	141.448441477964
chr3L	19372509	19372631	0.00748	141.254920290984
chrX	21738836	21739149	0.00783	139.935439542915
chr3R	24037243	24037540	0.00821	138.56804125318
chr2L	10857421	10857750	0.00825	138.427803306073
chrX	6238807	6238997	0.00862	137.161928306954
chr3R	26244051	26244180	0.00869	136.928562152448
chr3L	478807	478927	0.0092	135.283008469849
chr3R	23341840	23342046	0.0104	131.745453228167
chr3L	19514833	19515091	0.0109	130.39056109545
chr3L	9889674	9889803	0.0143	122.556820855421
chrX	16362229	16362311	0.016	119.315685693242
chr2R	22167360	22167688	0.018	115.917185664396
chr2L	6036579	6036737	0.0182	115.598354787015
chr3L	16983294	16983468	0.0193	113.905106845627
chrX	13828733	13828843	0.0223	109.736249592583
chrX	9429326	9429559	0.0235	108.223908659689
chr2R	21659466	21659635	0.0256	105.754247590989
chr3R	17476059	17476187	0.0335	97.9939018840863
chrX	11094085	11094229	0.0378	94.5093991065675
chr3R	5892182	5892334	0.0474	87.9793826130238
chr2R	4656911	4657311	0.0972	67.2579975188734
chr3R	11510353	11511015	5.14e-09	550.711689891342
chr3R	7304504	7305425	7.47e-09	539.924892219435
chr3R	20896950	20897636	8.43e-09	536.436404456378
chr3R	20898738	20899324	2.07e-08	510.515879827486
chrX	11632840	11633350	2.44e-08	505.770872226215
chr3R	17915281	17915493	7.66e-08	472.761607338973
chrX	7160511	7161133	8.91e-08	468.399986547034
chr3R	29193142	29193709	1.18e-07	460.294196092488
chrX	10539434	10539969	1.33e-07	456.841408369701
chr2R	16764358	16764737	1.78e-07	448.432388460397
chr2L	2957848	2958277	1.96e-07	445.652860197421
chr3R	11468108	11469186	3.83e-07	426.323045441226
chr3R	12579318	12579872	6.12e-07	412.799300225872
chr3R	19675964	19676471	7.47e-07	407.04776842394
chrX	9584028	9584221	7.98e-07	405.142158355278
chr2L	3246408	3246742	9.11e-07	401.320912203684
chr3L	8225192	8225688	1.14e-06	394.850694898683
chr2R	10728642	10728856	1.65e-06	384.182050897062
chrX	2804353	2805062	1.7e-06	383.320676459224
chr3R	22654533	22654947	1.86e-06	380.725318959817
chrX	18137026	18137440	1.99e-06	378.776002771105
chr3L	9788780	9789782	2.25e-06	375.232871357637
chr2R	22463570	22464008	2.3e-06	374.59869416309
chrX	18943855	18944242	2.51e-06	372.077624102963
chr2L	7245374	7245749	2.83e-06	368.61533032534
chr3L	14452736	14453274	3.79e-06	360.187414418556
chr3L	8604543	8604789	4.78e-06	353.491159022363
